,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
376,romitan,39.9343,64.3814,57.2,88,75,9.22,UZ,1616807227
377,nuuk,64.1835,-51.7216,-14.31,77,8,14.0,GL,1616807227
378,santiago atitlan,14.6382,-91.229,64.0,72,0,6.91,GT,1616807228
379,grindavik,63.8424,-22.4338,17.6,57,75,10.36,IS,1616807228
380,chibombo,-14.6569,28.0706,62.51,92,100,4.27,ZM,1616807228
381,pop,40.8736,71.1089,51.8,82,29,6.91,UZ,1616807229
382,leshukonskoye,64.8989,45.7622,12.58,98,75,1.66,RU,1616807229
383,sahuaripa,29.05,-109.2333,72.39,21,0,16.02,MX,1616807229
384,atikokan,48.7555,-91.6216,30.56,92,100,3.94,CA,1616807230
385,mehamn,71.0357,27.8492,32.74,80,100,18.3,NO,1616806989
386,te anau,-45.4167,167.7167,64.6,56,100,3.78,NZ,1616807000
388,kisaran,2.9845,99.6158,76.8,89,98,1.81,ID,1616807231
389,atambua,-9.1061,124.8925,80.98,72,80,2.13,ID,1616807231
390,buala,-8.145,159.5921,85.86,70,99,11.21,SB,1616807231
391,kloulklubed,7.0419,134.2556,81.41,83,100,23.13,PW,1616807231
392,kawalu,-7.3817,108.2082,78.8,80,94,0.31,ID,1616807232
393,san vicente,-26.6167,-54.1333,68.16,84,100,2.93,AR,1616807232
394,hinton,53.4001,-117.5857,41.0,45,100,6.91,CA,1616807232
395,zhezkazgan,47.8043,67.7144,33.69,98,100,3.83,KZ,1616807233
396,dinguiraye,11.3,-10.7167,79.03,14,7,2.59,GN,1616807233
397,road town,18.4167,-64.6167,78.8,73,40,12.66,VG,1616807233
398,port hardy,50.6996,-127.4199,46.4,76,90,9.22,CA,1616807234
399,beloha,-25.1667,45.05,71.24,88,0,5.66,MG,1616807234
400,wanning,18.8003,110.3967,78.66,72,30,6.69,CN,1616807236
401,tevriz,57.509,72.4042,32.58,98,100,5.06,RU,1616807295
402,ixtapa,20.7,-105.2,72.0,73,1,11.5,MX,1616807295
403,krasnyy chikoy,50.3643,108.7512,30.56,84,100,7.65,RU,1616807295
404,colac,-38.3333,143.5833,62.01,1,22,5.99,AU,1616807056
405,tocache,-8.1842,-76.5125,71.38,97,94,1.41,PE,1616807296
406,ocampo,21.65,-101.5,66.02,7,100,7.76,MX,1616807296
407,tocopilla,-22.092,-70.1979,69.53,72,38,9.28,CL,1616807297
408,gizo,-8.103,156.8419,85.73,66,60,6.02,SB,1616807297
409,sawtell,-30.3833,153.1,78.01,64,2,6.91,AU,1616807297
410,north battleford,52.7834,-108.2847,32.0,43,1,8.05,CA,1616807298
411,connersville,39.6412,-85.1411,53.01,82,79,5.75,US,1616807298
412,narsaq,60.9167,-46.05,5.0,47,75,10.36,GL,1616807298
413,vila velha,-20.3297,-40.2925,75.2,88,0,3.44,BR,1616807003
414,vila do maio,15.1333,-23.2167,69.8,73,20,19.57,CV,1616807299
415,bud,39.447,-86.1758,52.0,82,8,3.09,US,1616807299
416,saldanha,-33.0117,17.9442,62.6,88,91,2.3,ZA,1616807299
417,clearwater,27.9659,-82.8001,77.0,83,1,4.61,US,1616807300
418,nokaneng,-19.6667,22.2667,70.81,73,23,3.53,BW,1616807300
419,port macquarie,-31.4333,152.9167,81.0,50,2,1.99,AU,1616807300
420,santiago del estero,-27.7951,-64.2615,65.23,68,100,14.03,AR,1616807294
421,burnie,-41.0667,145.9167,63.0,49,0,8.99,AU,1616807106
422,zeya,53.75,127.2667,33.75,66,100,5.68,RU,1616807301
423,rundu,-17.9333,19.7667,64.26,92,56,3.71,NA,1616807079
424,sistranda,63.7256,8.834,42.8,81,90,16.11,NO,1616807092
425,itoman,26.1247,127.6694,75.2,69,20,18.41,JP,1616807301
426,lima,-12.0432,-77.0282,73.99,78,0,12.66,PE,1616807247
427,temyasovo,52.9933,58.1014,15.8,92,40,4.47,RU,1616807302
428,alice town,25.7167,-79.3,77.16,77,6,15.08,BS,1616807302
429,odweyne,9.4092,45.064,66.4,42,41,7.49,SO,1616807016
430,tignere,7.3667,12.65,69.57,36,62,2.48,CM,1616807303
431,bambanglipuro,-7.95,110.2833,81.86,76,90,2.8,ID,1616807303
432,panipat,29.3889,76.9681,63.48,27,0,4.41,IN,1616807303
433,katobu,-4.9408,122.5276,80.47,85,98,1.97,ID,1616807304
434,yaan,7.3833,8.5667,84.2,48,13,1.01,NG,1616807304
435,gwadar,25.1216,62.3254,75.2,65,100,8.14,PK,1616807304
436,balkanabat,39.5108,54.3671,54.68,50,64,2.24,TM,1616807305
437,kemise,10.7167,39.8667,62.01,24,0,5.55,ET,1616807305
438,nioki,-2.7167,17.6833,70.36,97,100,1.21,CD,1616807305
439,caravelas,-17.7125,-39.2481,75.27,78,0,4.38,BR,1616807305
440,progreso,21.2833,-89.6667,90.0,42,40,11.5,MX,1616807306
441,sungaipenuh,-2.0833,101.3833,65.43,98,100,1.92,ID,1616807306
442,santa vitoria do palmar,-33.5189,-53.3681,69.04,94,100,3.09,BR,1616807306
443,kalmunai,7.4167,81.8167,78.64,87,87,1.36,LK,1616807307
444,excelsior springs,39.3392,-94.2261,62.01,55,1,5.75,US,1616807029
445,yatou,37.15,122.3833,46.09,97,100,7.11,CN,1616807241
446,rize,40.9044,40.8949,18.32,97,100,3.62,TR,1616807307
447,collie,-33.3667,116.15,64.65,60,77,3.24,AU,1616807308
448,moss point,30.4116,-88.5345,75.2,94,90,6.96,US,1616807308
449,banda aceh,5.5577,95.3222,80.28,79,91,10.25,ID,1616807308
450,ucluelet,48.9329,-125.5528,50.0,76,20,13.8,CA,1616807124
451,noshiro,40.2039,140.0242,42.8,87,75,3.44,JP,1616807369
452,iqaluit,63.7506,-68.5145,-16.6,63,20,6.91,CA,1616807369
453,outlook,51.5001,-107.0513,33.8,51,100,12.66,CA,1616807151
454,general roca,-39.0333,-67.5833,55.4,71,0,7.99,AR,1616807328
455,oum hadjer,13.2954,19.6966,77.76,14,75,16.26,TD,1616807370
456,cape coast,5.1053,-1.2466,79.68,86,0,8.5,GH,1616807370
457,lata,40.1629,-8.3327,52.0,90,2,7.0,PT,1616807370
458,takoradi,4.8845,-1.7554,79.25,85,10,6.96,GH,1616807221
459,yangshe,31.8899,120.6052,64.0,86,100,7.78,CN,1616807371
460,yuci,37.6803,112.7319,48.2,93,31,4.47,CN,1616807371
461,bengkulu,-3.8004,102.2655,79.03,82,100,3.04,ID,1616807371
462,lisakovsk,52.5369,62.4936,24.58,97,100,5.26,KZ,1616807372
463,keta,5.9179,0.9879,82.4,83,20,10.36,GH,1616807372
464,matay,28.419,30.7792,50.11,49,0,10.87,EG,1616807372
465,caborca,30.5838,-111.101,64.0,33,0,11.99,MX,1616807373
466,svetlyy,54.675,20.1347,42.01,81,43,8.95,RU,1616807373
467,tazovskiy,67.4667,78.7,4.8,95,98,14.74,RU,1616807241
468,alyangula,-13.8483,136.4192,87.17,64,87,11.68,AU,1616807374
469,sorland,67.667,12.6934,40.57,80,100,17.31,NO,1616807374
470,riyadh,24.6877,46.7219,78.8,19,0,10.36,SA,1616807193
471,shache,38.4167,77.2406,55.83,28,62,7.49,CN,1616807374
472,corsicana,32.0954,-96.4689,71.6,46,1,5.75,US,1616807375
473,kavaratti,10.5669,72.642,82.81,74,100,0.6,IN,1616807288
474,carnot,4.9409,15.8665,69.01,89,85,2.46,CF,1616807375
475,derzhavinsk,51.1,66.3167,31.19,97,100,15.26,KZ,1616807376
476,saint-augustin,51.226,-58.6502,16.61,79,100,17.45,CA,1616807376
477,yankton,42.8711,-97.3973,52.0,58,90,10.36,US,1616807376
478,marzuq,14.4,46.4667,61.75,21,16,6.26,YE,1616807377
479,mutare,-18.9707,32.6709,63.3,93,80,1.14,ZW,1616807377
480,skjervoy,70.0311,20.9714,37.38,75,14,16.06,NO,1616807377
481,najran,17.4924,44.1277,66.2,24,0,4.61,SA,1616807378
482,novo aripuana,-5.1206,-60.3797,74.14,93,65,2.19,BR,1616807378
483,byron bay,-28.65,153.6167,78.01,69,32,3.44,AU,1616807264
484,muravlenko,63.7898,74.523,12.15,85,100,8.23,RU,1616807378
485,sharjah,25.3573,55.4033,80.6,35,0,3.44,AE,1616807199
486,rafiganj,24.8167,84.65,59.0,72,0,4.61,IN,1616807379
487,cartagena,10.3997,-75.5144,80.6,78,0,13.8,CO,1616807379
488,botngard,63.7653,9.8111,42.8,81,90,16.11,NO,1616807379
489,vila,42.0304,-8.1588,45.0,86,20,4.0,PT,1616807380
490,broome,42.2506,-75.833,44.6,76,90,18.41,US,1616807380
491,mnogovershinnyy,53.9353,139.9242,25.72,81,9,3.85,RU,1616807381
492,puerto carreno,6.189,-67.4859,76.41,84,100,3.09,CO,1616807381
493,husavik,66.0449,-17.3389,17.6,62,90,6.91,IS,1616807381
494,belaya gora,68.5333,146.4167,-4.38,87,95,4.07,RU,1616807381
495,aras,42.5617,-2.356,50.0,76,90,6.91,ES,1616807382
496,tual,-5.6667,132.75,83.61,71,69,4.38,ID,1616807382
497,tiznit,29.5833,-9.5,69.78,13,100,23.58,MA,1616807382
498,san jose,37.3394,-121.895,71.01,26,1,14.97,US,1616807160
499,colares,38.7992,-9.4469,54.0,76,100,5.99,PT,1616807383
500,batagay,67.6333,134.6333,6.39,87,100,5.19,RU,1616807443
501,ceres,37.5949,-120.9577,70.0,19,1,10.36,US,1616807443
502,burgos,42.3394,-3.7079,41.0,87,40,11.5,ES,1616807363
503,simao,22.7886,100.9748,68.77,33,2,2.35,CN,1616807444
504,arona,28.0996,-16.681,66.0,82,20,14.97,ES,1616807387
505,severobaykalsk,55.65,109.3167,23.77,77,47,4.0,RU,1616807444
506,mahajanga,-15.7167,46.3167,78.8,83,20,3.44,MG,1616807445
507,rio gallegos,-51.6226,-69.2181,42.8,81,0,3.44,AR,1616807253
508,chara,56.9064,118.2631,23.7,91,100,2.24,RU,1616807445
509,harper,4.375,-7.7169,77.9,89,5,7.31,LR,1616807445
510,longview,32.5007,-94.7405,71.6,46,1,5.75,US,1616807446
511,lafayette,30.2335,-92.0668,73.0,83,61,1.01,US,1616807249
512,jishou,28.3167,109.7167,61.97,94,98,2.06,CN,1616807446
513,agadez,19.75,10.25,60.66,22,0,13.22,NE,1616807447
514,westport,41.1415,-73.3579,62.6,42,1,27.63,US,1616807237
515,usinsk,65.9939,57.5281,10.81,93,46,10.67,RU,1616807447
516,biltine,14.5333,20.9167,77.58,13,90,17.27,TD,1616807447
517,klyuchi,52.2667,79.1667,17.51,93,100,7.83,RU,1616807448
518,balad,34.0164,44.1453,58.98,48,17,17.13,IQ,1616807448
519,lamar,33.6668,-95.5836,66.2,52,1,6.91,US,1616807448
520,kalga,50.9251,118.898,33.28,80,99,2.28,RU,1616807449
521,sobolevo,54.4299,31.8996,33.15,98,100,3.4,RU,1616807449
522,barcelos,41.5388,-8.6151,50.0,93,0,5.75,PT,1616807207
523,tamasopo,21.9333,-99.4833,71.19,32,100,6.89,MX,1616807450
524,caaguazu,-25.45,-56.0167,78.42,57,81,3.85,PY,1616807450
525,north myrtle beach,33.816,-78.68,68.0,88,75,9.22,US,1616807450
526,urucui,-7.2294,-44.5561,72.59,91,48,2.66,BR,1616807451
527,bratslav,48.8226,28.9407,38.84,75,94,3.91,UA,1616807451
528,peterhead,57.5058,-1.7981,37.0,87,13,5.75,GB,1616807361
529,yoichi,43.2039,140.7703,44.01,60,75,4.61,JP,1616807451
530,nueva concepcion,14.2,-91.3,84.2,74,1,7.54,GT,1616807452
531,aswan,24.0934,32.907,61.11,33,0,17.31,EG,1616807452
532,aasiaat,68.7098,-52.8699,-18.33,99,100,2.06,GL,1616807452
533,sabang,5.8933,95.3214,83.55,74,68,18.77,ID,1616807453
534,tommot,58.9564,126.2925,31.17,93,100,1.52,RU,1616807453
535,jiwani,25.05,61.7417,76.5,70,99,9.51,PK,1616807453
536,kerouane,9.2667,-9.0167,75.52,23,0,3.49,GN,1616807454
537,dong hoi,17.4833,106.6,75.78,87,100,2.71,VN,1616807454
538,acarau,-2.8856,-40.12,76.12,88,95,9.1,BR,1616807454
539,norman wells,65.282,-126.8329,26.6,59,75,13.8,CA,1616807455
540,khunti,23.0833,85.2833,66.2,48,0,4.59,IN,1616807171
541,filadelfia,39.9523,-75.1638,64.4,42,1,17.27,US,1616807366
542,kizhinga,51.8462,109.9097,28.49,83,100,5.57,RU,1616807455
543,lom sak,16.7798,101.2422,78.8,78,19,2.93,TH,1616807456
544,amuntai,-2.4177,115.2494,76.69,94,100,2.42,ID,1616807456
545,zheleznodorozhnyy,55.7503,38.0042,37.4,87,0,4.07,RU,1616807456
547,umm kaddadah,13.6017,26.6876,71.35,16,57,20.45,SD,1616807457
548,skibbereen,51.55,-9.2667,35.6,87,75,11.5,IE,1616807457
549,ichalkaranji,16.7,74.4667,78.24,25,5,5.46,IN,1616807458
550,salalah,17.0151,54.0924,73.4,25,0,2.3,OM,1616807518
551,agirish,61.9247,63.0231,22.42,91,13,8.88,RU,1616807518
552,dongsheng,39.8161,109.9776,46.2,18,0,12.17,CN,1616807518
553,ruston,32.5232,-92.6379,68.0,64,1,5.37,US,1616807519
554,dicabisagan,17.0818,122.4157,80.78,76,27,1.97,PH,1616807519
556,bontang,0.1333,117.5,75.06,95,100,2.24,ID,1616807520
557,dobson,36.3957,-80.7226,63.0,31,34,4.23,US,1616807520
558,sainte-thecle,46.8168,-72.4991,35.6,93,100,14.97,CA,1616807521
559,leonidovo,49.2833,142.8667,30.18,86,13,3.6,RU,1616807521
560,nishihara,26.1842,127.7558,75.2,68,40,16.11,JP,1616807521
561,tuy hoa,13.0833,109.3,78.75,80,94,2.93,VN,1616807522
562,bairiki,1.3292,172.9752,86.0,70,20,11.5,KI,1616807522
563,matara,5.9485,80.5353,77.04,86,100,8.16,LK,1616807243
