,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
376,pemangkat,1.1667,108.9667,78.08,85,67,3.24,ID,1617062742
377,inhambane,-23.865,35.3833,68.47,70,0,4.52,MZ,1617062900
378,celestun,20.8667,-90.4,81.23,68,22,17.02,MX,1617062901
379,chipinge,-20.1883,32.6236,55.04,94,6,3.36,ZW,1617062901
380,benghazi,32.1167,20.0667,59.18,69,0,11.86,LY,1617062901
381,bobo dioulasso,11.1771,-4.2979,86.0,28,4,0.49,BF,1617062902
382,suining,30.508,105.5733,67.32,67,100,2.75,CN,1617062902
383,la ronge,55.1001,-105.2842,17.6,79,100,12.66,CA,1617062902
384,matamoros,25.5333,-103.25,80.6,29,75,9.91,MX,1617062903
385,caravelas,-17.7125,-39.2481,78.21,73,0,7.94,BR,1617062903
386,jingdezhen,29.2947,117.2079,68.83,93,100,1.97,CN,1617062903
387,sur,22.5667,59.5289,82.98,36,19,5.23,OM,1617062904
388,san carlos de bariloche,-41.1456,-71.3082,59.0,23,0,6.91,AR,1617062904
389,saravan,39.7196,45.6483,37.4,70,20,9.22,AM,1617062904
390,edgewater,28.9889,-80.9023,66.99,82,40,9.22,US,1617062905
391,itaituba,-4.2761,-55.9836,74.03,97,53,1.99,BR,1617062905
392,plettenberg bay,-34.0527,23.3716,66.18,67,3,4.68,ZA,1617062905
393,chifeng,42.2683,118.9636,44.37,27,39,3.29,CN,1617062906
394,pirgos,35.1167,25.7178,59.0,62,4,12.21,GR,1617062906
395,asau,46.4333,26.4,37.0,69,0,4.61,RO,1617062906
396,tabory,58.5198,64.5495,9.23,97,63,3.02,RU,1617062907
397,lisakovsk,52.5369,62.4936,23.0,97,62,6.13,KZ,1617062907
398,cabo san lucas,22.8909,-109.9124,82.99,22,40,11.5,MX,1617062677
399,progreso,21.2833,-89.6667,86.0,51,75,8.05,MX,1617062907
400,lodja,-3.4833,23.4333,68.36,89,100,1.12,CD,1617062968
401,villa carlos paz,-31.4241,-64.4978,64.0,71,0,1.01,AR,1617062764
402,ilulissat,69.2167,-51.1,15.8,53,40,19.57,GL,1617062968
403,chara,56.9064,118.2631,7.84,75,49,1.01,RU,1617062968
404,puerto quijarro,-17.7833,-57.7667,79.75,64,53,4.05,BO,1617062969
406,santiago del estero,-27.7951,-64.2615,68.36,63,0,4.68,AR,1617062969
407,deshnok,27.7986,73.3447,77.77,15,7,11.12,IN,1617062970
408,okha,53.5739,142.9478,32.02,99,100,4.99,RU,1617062970
409,pochutla,15.7432,-96.4661,87.01,51,1,6.33,MX,1617062970
410,dingle,10.9995,122.6711,81.63,76,66,9.64,PH,1617062970
411,wuwei,37.9281,102.6414,48.36,33,98,3.85,CN,1617062722
412,voh,-20.9667,164.7,87.06,51,98,8.81,NC,1617062971
413,kautokeino,69.0125,23.0412,17.28,99,90,4.16,NO,1617062971
414,mehamn,71.0357,27.8492,31.37,84,25,11.45,NO,1617062972
415,bereda,43.2686,-7.5406,51.01,89,84,2.26,ES,1617062972
416,nekhayevskiy,50.4106,41.7561,33.01,88,100,3.0,RU,1617062972
417,kimbe,-5.5502,150.1429,87.48,59,68,2.28,PG,1617062972
418,wapakoneta,40.5678,-84.1936,51.01,46,1,9.22,US,1617062973
419,zhenlai,45.8495,123.2973,43.14,40,6,7.31,CN,1617062973
420,isla mujeres,21.2311,-86.731,82.0,78,20,9.22,MX,1617062973
421,arman,59.7,150.1667,24.66,68,100,6.33,RU,1617062974
422,buraydah,26.326,43.975,60.8,29,0,12.66,SA,1617062974
423,vrangel,42.7297,133.0839,39.79,76,6,9.55,RU,1617062974
424,poum,-20.2333,164.0167,79.83,75,90,8.43,NC,1617062974
425,havre-saint-pierre,50.2334,-63.5986,30.2,80,90,25.32,CA,1617062975
426,fort nelson,58.8053,-122.7002,21.2,49,40,2.3,CA,1617062975
427,saint anthony,45.0205,-93.218,73.4,30,1,23.02,US,1617062975
428,vestmannaeyjar,63.4427,-20.2734,33.69,65,100,3.51,IS,1617062976
429,akhtubinsk,48.2795,46.1722,33.8,91,10,6.64,RU,1617062976
430,tsogni,-2.7942,10.0988,75.11,88,90,1.43,GA,1617062976
431,sao felix do xingu,-6.6447,-51.995,73.24,93,67,1.3,BR,1617062977
432,vila,42.0304,-8.1588,51.01,84,60,4.7,PT,1617062977
433,mayumba,-3.432,10.6554,77.65,86,95,1.54,GA,1617062977
434,los llanos de aridane,28.6585,-17.9182,64.4,68,0,4.61,ES,1617062977
435,kungurtug,50.5994,97.5228,23.88,93,95,2.01,RU,1617062978
436,lamu,-2.2717,40.902,78.8,89,1,8.34,KE,1617062978
437,urumqi,43.801,87.6005,35.6,93,90,6.71,CN,1617062978
438,nakonde,-9.3421,32.745,56.07,99,63,3.78,ZM,1617062979
439,khandbari,27.3747,87.2039,63.37,31,81,4.27,NP,1617062979
440,gori,41.9842,44.1158,38.21,69,38,3.65,GE,1617062979
441,tabas,33.5959,56.9244,53.58,30,0,7.02,IR,1617062980
442,greensboro,36.0726,-79.792,55.4,38,1,4.61,US,1617062702
443,hargeysa,9.56,44.065,67.14,51,43,3.71,SO,1617062980
444,koygorodok,60.445,50.9968,23.2,98,34,4.52,RU,1617062980
445,codrington,-38.2667,141.9667,63.81,70,71,5.39,AU,1617062980
446,ancud,-41.8697,-73.8203,59.0,77,0,9.22,CL,1617062981
447,yulara,-25.2406,130.9889,69.8,43,0,14.97,AU,1617062981
448,ahuimanu,21.4447,-157.8378,84.2,69,75,12.66,US,1617062981
449,pompeia,-22.1086,-50.1717,71.31,75,46,7.34,BR,1617062982
450,huarmey,-10.0681,-78.1522,71.46,81,76,7.54,PE,1617063042
451,dengzhou,37.8086,120.7508,50.59,32,6,5.32,CN,1617063042
452,kostrzyn,52.3985,17.2281,51.01,76,99,3.0,PL,1617063043
453,east millcreek,40.7,-111.8105,42.8,35,1,9.22,US,1617063043
454,ust-nera,64.5667,143.2,4.26,92,100,6.17,RU,1617063043
456,savannakhet,16.566,104.751,85.3,43,41,5.59,LA,1617063044
457,wanaka,-44.7,169.15,61.02,65,100,2.01,NZ,1617063044
458,sorkjosen,69.8,20.9333,30.07,82,98,8.25,NO,1617063045
459,salisbury,51.0693,-1.7957,42.8,93,75,5.75,GB,1617063045
460,jieshou,33.2634,115.3611,52.84,58,31,10.36,CN,1617063045
461,marienburg,54.0359,19.0266,51.01,85,100,7.14,PL,1617063045
462,vila franca do campo,37.7167,-25.4333,60.8,88,75,16.11,PT,1617063046
463,provideniya,64.3833,-173.3,19.4,79,90,8.95,RU,1617063046
464,seoul,37.5683,126.9778,44.6,87,16,1.14,KR,1617062871
465,talcahuano,-36.7167,-73.1167,57.2,82,90,4.61,CL,1617063047
466,qeshm,26.9581,56.2719,73.4,83,68,4.61,IR,1617063047
467,eyl,7.9803,49.8164,75.65,78,65,6.33,SO,1617063047
468,kenai,60.5544,-151.2583,42.8,75,1,21.85,US,1617063047
469,luanda,-8.8368,13.2343,78.91,76,36,7.94,AO,1617063048
471,kaeo,-35.1,173.7833,70.0,93,82,8.99,NZ,1617063048
472,cairns,-16.9167,145.7667,86.0,61,40,18.41,AU,1617063049
473,sligo,54.2697,-8.4694,51.01,92,29,13.0,IE,1617063049
474,pytalovo,57.0679,27.9138,43.88,89,100,14.92,RU,1617063049
475,erenhot,43.6475,111.9767,44.01,30,100,14.43,CN,1617063050
476,konza,-1.7426,37.1294,59.68,93,72,4.81,KE,1617063050
478,eydhafushi,5.1033,73.0708,81.9,73,100,14.47,MV,1617063051
479,dudinka,69.4058,86.1778,-16.28,93,20,15.86,RU,1617063051
480,shache,38.4167,77.2406,48.43,22,100,11.81,CN,1617063051
481,tabou,4.423,-7.3528,78.64,87,17,3.96,CI,1617063052
482,mosetse,-20.75,26.65,62.96,65,0,11.65,BW,1617063052
483,samarai,-10.6167,150.6667,84.6,71,100,10.36,PG,1617063052
484,sao jose da coroa grande,-8.8978,-35.1478,79.0,83,42,7.92,BR,1617063052
485,sarab,38.6066,44.9883,41.04,51,0,4.63,IR,1617063053
486,pacific grove,36.6177,-121.9166,57.2,58,1,8.05,US,1617063053
487,faya,18.3851,42.4509,60.8,38,0,5.28,SA,1617063053
489,nantai,40.9241,122.8044,48.0,29,12,2.1,CN,1617063054
490,datong,40.0936,113.2914,44.83,25,96,2.66,CN,1617063054
491,dokka,60.84,10.0618,34.0,85,60,1.01,NO,1617063055
492,karaton,-6.3424,106.1045,82.99,89,40,4.61,ID,1617063055
493,areosa,41.7178,-8.8571,59.0,72,0,8.05,PT,1617063055
494,nyazepetrovsk,56.0531,59.6028,21.51,98,99,1.05,RU,1617063055
495,gazimurskiy zavod,51.5461,118.3266,22.55,81,65,0.58,RU,1617063056
496,san lorenzo de el escorial,40.5914,-4.1474,55.99,51,29,6.44,ES,1617063056
497,howard springs,-12.497,131.047,79.0,78,0,6.91,AU,1617063056
498,tiznit,29.5833,-9.5,60.01,61,0,1.61,MA,1617063057
499,chadiza,-14.0678,32.4392,60.22,96,26,5.75,ZM,1617063057
500,bundibugyo,0.7414,30.0417,66.81,98,100,2.82,UG,1617063117
501,nedryhayliv,50.834,33.8763,33.96,81,1,6.17,UA,1617063118
502,avera,33.194,-82.5271,62.6,48,1,3.44,US,1617063118
503,togur,58.3631,82.8265,12.83,94,99,8.84,RU,1617063118
504,acapulco,16.8634,-99.8901,82.4,74,40,12.66,MX,1617063119
505,talakan,50.3167,130.3667,33.64,97,100,7.58,RU,1617063119
506,maniitsoq,65.4167,-52.9,22.8,53,100,16.33,GL,1617063120
507,sabha,27.0377,14.4283,60.12,30,13,11.03,LY,1617063120
508,tevaitoa,-16.7833,-151.5,82.65,71,41,14.92,PF,1617063120
509,panjab,34.388,67.0233,21.87,87,6,5.86,AF,1617063121
510,farmington,36.7281,-108.2187,71.6,8,1,20.71,US,1617063121
511,leningradskiy,69.3833,178.4167,-0.56,89,100,17.38,RU,1617063122
512,nishihara,26.1842,127.7558,75.2,94,75,4.61,JP,1617063122
513,akdepe,42.0551,59.3788,42.8,75,0,6.91,TM,1617063123
514,mananjary,-21.2167,48.3333,73.24,89,31,6.71,MG,1617063123
515,yablonovo,50.8523,37.3574,30.2,86,0,6.71,RU,1617063123
516,bulembu,-25.9667,31.1333,60.8,88,22,6.91,SZ,1617063124
517,kamennogorsk,60.9545,29.1339,39.0,94,100,4.0,RU,1617063124
518,inta,66.0317,60.1659,32.43,98,100,14.12,RU,1617063125
519,coahuayana,18.7333,-103.6833,82.4,36,75,4.9,MX,1617063125
520,nerang,-27.9833,153.3333,75.0,76,6,1.01,AU,1617063126
521,plouzane,48.3833,-4.6167,55.4,58,0,5.75,FR,1617063126
522,pangody,65.85,74.4859,4.98,96,100,8.88,RU,1617063126
523,grand gaube,-20.0064,57.6608,75.0,84,16,4.5,MU,1617063127
524,kuryk,43.2,51.65,40.98,70,55,4.29,KZ,1617063127
525,yarkovo,57.4028,67.0786,6.49,98,54,2.66,RU,1617063128
526,dodola,6.9833,39.1833,55.78,70,94,2.91,ET,1617063128
527,portland,45.5234,-122.6762,54.0,37,40,16.11,US,1617063015
528,wollongong,-34.4333,150.8833,69.01,57,52,4.0,AU,1617063129
529,syamzha,60.0158,41.0614,31.26,90,73,11.41,RU,1617063129
530,tahe,52.3333,124.7333,28.58,66,7,8.57,CN,1617063130
531,rassvet,46.8333,40.75,38.79,83,100,5.17,RU,1617063130
532,egvekinot,66.3167,-179.1667,7.54,72,100,14.67,RU,1617063130
533,qaqortoq,60.7167,-46.0333,24.8,46,75,2.3,GL,1617063131
534,chiang khong,20.2613,100.4046,73.4,88,20,1.14,TH,1617063131
535,sosua,19.7667,-70.5167,77.0,88,20,9.22,DO,1617063132
536,port hedland,-20.3167,118.5667,89.6,35,28,8.05,AU,1617063132
537,vanavara,60.34,102.2797,23.05,96,100,4.23,RU,1617063132
538,surman,32.7567,12.5716,61.41,62,13,8.1,LY,1617063133
539,butzow,53.85,11.9833,51.01,87,75,10.36,DE,1617063133
540,udachnyy,66.4167,112.4,16.92,93,100,3.44,RU,1617063133
541,meiktila,20.8667,95.8667,74.14,41,1,9.33,MM,1617063134
542,katwijk,52.1942,4.4222,50.0,72,42,9.6,NL,1617063134
543,sopetran,6.6703,-75.7475,64.4,77,75,4.61,CO,1617063134
544,soyo,-6.1349,12.3689,80.06,79,84,7.96,AO,1617063135
545,fernley,39.608,-119.2518,54.0,17,5,8.01,US,1617063135
546,upington,-28.4478,21.2561,75.2,38,0,8.05,ZA,1617063135
547,itagi,-14.1628,-40.0061,68.47,89,6,2.08,BR,1617063136
548,aleksandrov gay,50.147,48.5704,31.23,90,100,9.86,RU,1617063136
549,hualmay,-11.0964,-77.6139,70.05,84,85,8.14,PE,1617063136
550,roald,62.5833,6.1333,46.4,71,75,27.63,NO,1617063197
551,angoram,-4.0625,144.0661,83.43,77,99,2.59,PG,1617063197
552,baker city,44.7749,-117.8344,42.8,36,90,12.66,US,1617063094
553,saint-augustin,51.226,-58.6502,31.98,98,100,23.4,CA,1617063198
554,oudtshoorn,-33.5907,22.2014,57.2,94,0,1.14,ZA,1617063198
555,ouidah,6.3631,2.0851,84.2,84,40,9.22,BJ,1617063198
556,keti bandar,24.1447,67.4497,78.06,82,39,12.73,PK,1617063199
557,beroroha,-21.6667,45.1667,68.52,77,16,3.83,MG,1617063199
558,gawler,-34.6,138.7333,73.0,48,13,4.0,AU,1617063200
559,morondava,-20.2833,44.2833,74.75,74,3,11.72,MG,1617063200
560,ossora,59.2353,163.0719,21.83,70,32,2.13,RU,1617063200
